padrao,vertente_id,vertente_nome,camada,prioridade,ganho,pureza,suporte,exemplos
IGREJA PRESBTERIANA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,9,1.0,0,IGREJA PRESBTERIANA DO CENTENARIO | 1 IGREJA PRESBTERIANA DE RESPLENDOR | TEMPLO IGREJA PRESBTERIANA INDEPENDENTE
TARBENACULO DA FE,95265,Evangélicas de origem pentecostal,grafia,90,9,1.0,0,IGERJA TARBENACULO DA FE | IGREJA TARBENACULO DA FE | TARBENACULO DA FE
CONCREGACAO CRISTA,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,9,1.0,0,CONCREGACAO CRISTA DO BRASIO | CONCREGACAO CRISTA NO BRADIL | CONCREGACAO CRISTA
IGREJA PENTECOSYAL,95265,Evangélicas de origem pentecostal,grafia,90,9,1.0,0,IGREJA PENTECOSYAL DEUS CONOSCO | CASA ORACAO IGREJA PENTECOSYAL | IGREJA PENTECOSYAL
IGREJA ADVENTSTA DO SETIMO DIA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,9,1.0,0,IGREJA ADVENTSTA DO SETIMO DIA
IGREJA PENRECOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,9,1.0,0,IGREJA PENRECOSTAL CRISTO LIBERTA | IGREJA PENRECOSTAL CIDADE DE DEUS | IGREJA PENRECOSTAL PAZ DO SENHOE JESUA
CARDECISTA,2826,Espírita,grafia,90,9,1.0,0,TEMPLO CARDECISTA | IGREJA CARDECISTA | CENTRO CARDECISTA
IGREJA ADVENTITA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,9,1.0,0,IGREJA ADVENTITA D SETIMO DIA | IGREJA ADVENTITA | IGREJA ADVENTITA 7 DIA
IGREJA PENTECOSCAL,95265,Evangélicas de origem pentecostal,grafia,90,9,1.0,0,IGREJA PENTECOSCAL | IGREJA PENTECOSCAL CAHAMAS ACESAS | IGREJA PENTECOSCAL TEMPLO DOS MILAGRES SEDE
IGREJA ASEMBREIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,9,1.0,0,IGREJA ASEMBREIA DE DEUS | IGREJA ASEMBREIA DE DEUS MINISTERIO NACOES PARA CRISTO
IGREJA CATOLIVA,95263,Católica Apostólica Romana,grafia,90,9,1.0,0,IGREJA CATOLIVA | IGREJA CATOLIVA SITIO TEU
IGREJA PLESBITERIANA RENOVADA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,8,1.0,0,IGREJA PLESBITERIANA RENOVADA | CONG III IGREJA PLESBITERIANA RENOVADA | IGREJA PLESBITERIANA RENOVADA DO BRASIL
IGREJA QUADANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,8,1.0,0,IGREJA QUADANGULAR | IGREJA QUADANGULAR PONTO DE PREGACAO | IGREJA QUADANGULAR DO REINO DE DEUS
IGREJA POSTOLICA,95265,Evangélicas de origem pentecostal,grafia,90,8,1.0,0,IGREJA POSTOLICA MANANCIAL DE DEUS | IGREJA POSTOLICA VIDA ABUNDANTE | IGREJA POSTOLICA DEUS DO IMPOSSIVEL JESUS REI
IGREJA EVANHELICA,121096,Evangélica não determinada,grafia,90,8,1.0,0,IGREJA EVANHELICA CRISTO E A VITORIA | IGREJA EVANHELICA IRMAOS MENONITAS | IGREJA EVANHELICA NASCER DE NOVO
IGREJA ADVEBTISTA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,8,1.0,0,IGREJA ADVEBTISTA DO SETIMO DUA | IGREJA ADVEBTISTA DO SETIMO DI | IGREJA ADVEBTISTA DO SETIMI DIA
IGREJA APOATOLICA,95265,Evangélicas de origem pentecostal,grafia,90,8,1.0,0,IGREJA APOATOLICA CEIFEIROS DA ULTIMA HORA | IGREJA APOATOLICA TABERNACULO DA ALIANCA | IGREJA APOATOLICA LABAREDA SE FOGO
CENTRO ESPIRTA,2826,Espírita,grafia,90,8,1.0,0,CENTRO ESPIRTA BITENCOURT SAMPAIO | CENTRO ESPIRTA DA UBANDA | CENTRO ESPIRTA
IGREJA PANTECOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,8,1.0,0,IGREJA PANTECOSTAL ESPERANCA CELESTIAL | IGREJA PANTECOSTAL PORTAL DA SALVACAO | IGREJA PANTECOSTAL EVANGELICO PLENO
IGREJA CATOLOLICA,95263,Católica Apostólica Romana,grafia,90,8,1.0,0,IGREJA CATOLOLICA DA BAIXA VERDE | IGREJA CATOLOLICA SENHOR DO BONFIM | IGREJA CATOLOLICA
IGREJA EVAGELHO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,8,1.0,0,IGREJA EVAGELHO QUADRANGULAR | IGREJA EVAGELHO QUADRANGULAR UNA 3
ASSEMBLIA,95265,Evangélicas de origem pentecostal,grafia,90,8,1.0,0,ASSEMBLIA DE BELEM SO O SENHOR SALVA | ASSEMBLIA SE DEUS | ASSEMBLIA ARCA DA ALIANCA
IGREJA NOSSSA SENHORA,95263,Católica Apostólica Romana,grafia,90,8,1.0,0,IGREJA NOSSSA SENHORA DO PILAR | IGREJA NOSSSA SENHORA DO ROSARIO | IGREJA NOSSSA SENHORA DE LOURDES
MUDIAL IGREJA DO PODER DE DEUS,99748,Evangélicas de origem pentecostal - outras,grafia,90,8,1.0,0,MUDIAL IGREJA DO PODER DE DEUS
IGREJA ADEVENTISTA DO 7 DIA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,8,1.0,0,IGREJA ADEVENTISTA DO 7 DIA
IGREJA EVANFELICA,121096,Evangélica não determinada,grafia,90,8,1.0,0,IGREJA EVANFELICA | IGREJA EVANFELICA MISSAO RESTAURAR | IGREJA EVANFELICA MISTERIO DE FOGO
CONGREGACAO CRSTA DO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,8,1.0,0,IGREJA CONGREGACAO CRSTA DO BRASIL | CONGREGACAO CRSTA DO BRASIL | SALAO DE ORACAO DA CONGREGACAO CRSTA DO BRASIL
IGREJAS EVANGELICAS,121096,Evangélica não determinada,grafia,90,8,1.0,0,SALAO DAS IGREJAS EVANGELICAS | CONEXAO DAS IGREJAS EVANGELICAS | CONVENCAO DAS IGREJAS EVANGELICAS
IGREJA DO EVAMGELHO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,8,1.0,0,IGREJA DO EVAMGELHO QUADRANGULAR
IGREJA DO EANGELHO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,8,1.0,0,IGREJA DO EANGELHO QUADRANGULAR | IGREJA DO EANGELHO QUADRANGULAR RENOVADA | III IGREJA DO EANGELHO QUADRANGULAR
CONGREGASSAO CRISTA DO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,8,1.0,0,IGREJA CONGREGASSAO CRISTA DO BRASIL | CONGREGASSAO CRISTA DO BRASIL
IGREJA ADVENTISA DO SETIMO DIA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,8,1.0,0,IGREJA ADVENTISA DO SETIMO DIA
IGREJA AVANGELICA,121096,Evangélica não determinada,grafia,90,8,1.0,0,IGREJA AVANGELICA DO META | IGREJA AVANGELICA BATAL | IGREJA AVANGELICA VIVA PENTECOSTAL
IGREJA QUADRIGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,8,1.0,0,IGREJA QUADRIGULAR | IGREJA QUADRIGULAR ARAES
GONGREGACAO CRISTA NO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,8,1.0,0,IGREJA GONGREGACAO CRISTA NO BRASIL | SALA DE ORACAO GONGREGACAO CRISTA NO BRASIL | GONGREGACAO CRISTA NO BRASIL
IGREJA DO EVANGELHO QUADRANDULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,8,1.0,0,IGREJA DO EVANGELHO QUADRANDULAR
IGREJA ASSEMBRLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,7,1.0,0,IGREJA ASSEMBRLEIA DE DEUS | 5 IGREJA ASSEMBRLEIA DE DEUS
IGREJA PENTECONTAL,95265,Evangélicas de origem pentecostal,grafia,90,7,1.0,0,IGREJA PENTECONTAL CRISTAO | IGREJA PENTECONTAL | IGREJA PENTECONTAL DE ADORACAO DE DEUS
CONCREGACAO BATISTA,99741,Evangélicas de Missão - Igreja Evangélica Batista,grafia,90,7,1.0,0,CONCREGACAO BATISTA MARANATA | CONCREGACAO BATISTA | CONCREGACAO BATISTA SIAO
IGREJA APOSTOLOCA,95265,Evangélicas de origem pentecostal,grafia,90,7,1.0,0,IGREJA APOSTOLOCA EMANUEL | IGREJA APOSTOLOCA 7 CHAMAS DO REINO DE DEUS | IGREJA APOSTOLOCA
IGREJA PENTECOSRAL,95265,Evangélicas de origem pentecostal,grafia,90,7,1.0,0,IGREJA PENTECOSRAL | IGREJA PENTECOSRAL RESPLANDECENTE DE DEUS | IGREJA PENTECOSRAL DEUS DE MAGRE
ASSEMBLE DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,7,1.0,0,ASSEMBLE DE DEUS | IGREJA EVNG ASSEMBLE DE DEUS | ASSEMBLE DE DEUS SANTA
IREJA CATOLICA,95263,Católica Apostólica Romana,grafia,90,7,1.0,0,IREJA CATOLICA DO MOQUEM | IREJA CATOLICA | IREJA CATOLICA SAO TIMOTEO
IGREJA PRESITERIANA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,7,1.0,0,IGREJA PRESITERIANA DE SIAO | IGREJA PRESITERIANA MISSIOARIA | IGREJA PRESITERIANA
IGREJA EVANGELISTICA,121096,Evangélica não determinada,grafia,90,7,1.0,0,IGREJA EVANGELISTICA DA FE | PRIMEIRA IGREJA EVANGELISTICA VIDA NA PALAVRA | IGREJA EVANGELISTICA CASA DO SENHOR
ESSEMBLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,7,1.0,0,ESSEMBLEIA DE DEUS VIDA E PROPOSITO | IGREJA EVAGELICA ESSEMBLEIA DE DEUS | ESSEMBLEIA DE DEUS MINISTERIO FORTALEZA
CASA DE ORCAO,95265,Evangélicas de origem pentecostal,grafia,90,7,1.0,0,MINISTERIO CASA DE DEUS PRIMEIRA CASA DE ORCAO | CASA DE ORCAO | CASA DE ORCAO JESUS A SALVACAO
IGREJA PESTECOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,7,1.0,0,IGREJA PESTECOSTAL VALE DO AMOR | IGREJA PESTECOSTAL HORARIA A PALAVRA DE | IGREJA PESTECOSTAL RENOVACAO EM DEUS
IGREJA ASAEMBLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,7,1.0,0,IGREJA ASAEMBLEIA DE DEUS ROMPENDO A FE | IGREJA ASAEMBLEIA DE DEUS VIDA NOVA | IGREJA ASAEMBLEIA DE DEUS CIADSETA
IGREJA EVANGELICQ,121096,Evangélica não determinada,grafia,90,7,1.0,0,IGREJA EVANGELICQ UNIDOS EM CRIATO | NACAO DE JUDA IGREJA EVANGELICQ | IGREJA EVANGELICQ BATISTA
IGREJA PESBITERIANA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,7,1.0,0,IGREJA PESBITERIANA | IGREJA PESBITERIANA DE BROTAS
ASSEMBLEA,95265,Evangélicas de origem pentecostal,grafia,90,7,1.0,0,ASSEMBLEA | ASSEMBLEA PALAVRA DA FE | ASSEMBLEA DEUS VIVO
COBGREGACAO CRISTA NO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,7,1.0,0,COBGREGACAO CRISTA NO BRASIL | IGREJA COBGREGACAO CRISTA NO BRASIL
IGREJA RENACER,99748,Evangélicas de origem pentecostal - outras,grafia,90,7,1.0,0,IGREJA RENACER COM CRISTO | IGREJA RENACER ESCRITORIO | IGREJA RENACER EM CRISTO
IGREJA UNIVERSSAL,99745,Evangélicas de origem pentecostal - Igreja Universal do Reino de Deus,grafia,90,7,1.0,0,IGREJA UNIVERSSAL REINO DEUS | IGREJA UNIVERSSAL
IGREJA NOSSA SENORA,95263,Católica Apostólica Romana,grafia,90,7,1.0,0,IGREJA NOSSA SENORA DO ROSARIO | IGREJA NOSSA SENORA DAS GRACAS | IGREJA NOSSA SENORA APARECIDA
IGREJA PENTECOLTAL,95265,Evangélicas de origem pentecostal,grafia,90,7,1.0,0,IGREJA PENTECOLTAL UNIDA BRASIL | IGREJA PENTECOLTAL JERUSALEN DE DEUS | IGREJA PENTECOLTAL PAZ E UNIAO
IGREJA EBANGELICA,121096,Evangélica não determinada,grafia,90,7,1.0,0,IGREJA EBANGELICA UNIERSAL CELESTE LUZ | IGREJA EBANGELICA ASEMBREIA DE DEUS NOVO TEMPO | IGREJA EBANGELICA
CINGREGACAO CRISTA DO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,7,1.0,0,IGREJA CINGREGACAO CRISTA DO BRASIL | CINGREGACAO CRISTA DO BRASIL
ASSSMBLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,7,1.0,0,ADNVC ASSSMBLEIA DE DEUS VIVENDO O NOVO EM CRISTO | ASSSMBLEIA DE DEUS TEMPLO CENTAL | ASSSMBLEIA DE DEUS
TEMPLO DE UMBADA,2829,Umbanda,grafia,90,7,1.0,0,TEMPLO DE UMBADA ESOTERICO | TEMPLO DE UMBADA CABLOCO UBIRAJARA PEITO DE ACO | TEMPLO DE UMBADA CABOCLO ROMPE MATO
IGREJA ASSSMBLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,7,1.0,0,IGREJA ASSSMBLEIA DE DEUS VILA RESTAURACAO | IGREJA ASSSMBLEIA DE DEUS
ASSEMBBLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,7,1.0,0,ASSEMBBLEIA DE DEUS | ASSEMBBLEIA DE DEUS TEMPLO CENTRAL
IGREJA CONGRGACAO CRISTA,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,7,1.0,0,IGREJA CONGRGACAO CRISTA | REFEITORIO IGREJA CONGRGACAO CRISTA NO B
IGREJA QUADRANGUAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,7,1.0,0,IGREJA QUADRANGUAR CENTRAL | IGREJA QUADRANGUAR
IGREJA PRESITERIANA DO BRASIL,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,7,1.0,0,IGREJA PRESITERIANA DO BRASIL NO JARDIM MEDINA | IGREJA PRESITERIANA DO BRASIL
CENTRO EAPIRITA,2826,Espírita,grafia,90,7,1.0,0,CENTRO EAPIRITA CRISTAO ENCONTRO DE AMIGOS | CENTRO EAPIRITA VICENTE SEVERIZO | CENTRO EAPIRITA
IGREJA DO EVANGELIO GUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,7,1.0,0,IGREJA DO EVANGELIO GUADRANGULAR
IGREJA AVENTISTA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,7,1.0,0,IGREJA AVENTISTA | IGREJA AVENTISTA DA PROMESSA | IGREJA AVENTISTA SETIMO DIA
ASSEEMBLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,7,1.0,0,ASSEEMBLEIA DE DEUS | ASSEEMBLEIA DE DEUS REFUGIO | ASSEEMBLEIA DE DEUS NIPO BRASILEIRA
IGREJA ADVENRISTA DO SETIMO DIA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,7,1.0,0,IGREJA ADVENRISTA DO SETIMO DIA CANGAIBA | IGREJA ADVENRISTA DO SETIMO DIA
IGREJA PRESBITERANA DO BRASIL,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,7,1.0,0,IGREJA PRESBITERANA DO BRASIL
IGREJA PENTEPOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,7,1.0,0,IGREJA PENTEPOSTAL MILHARES PARA CRISTO | IGREJA PENTEPOSTAL | IGREJA PENTEPOSTAL DO REINO DIVINO DE DEUS
IGREJA CRITA MARANATA,100414,Evangélicas de origem pentecostal - Igreja Maranata,grafia,90,7,1.0,0,IGREJA CRITA MARANATA
IGREJA PLESBITERIANA DO BRASIL,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,7,1.0,0,IGREJA PLESBITERIANA DO BRASIL
IGREJA PETENCOTAL,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJA PETENCOTAL DE JESUS CRISTO | IGREJA PETENCOTAL CRISTO E SENHOR | IGREJA PETENCOTAL LUZ DA PALAVRA
IGREJA PRESIBITERIANA DO BRASIL,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,6,1.0,0,IGREJA PRESIBITERIANA DO BRASIL
IGREJ PENTECOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJ PENTECOSTAL REMANESCENTE DE ISRAEL | IGREJ PENTECOSTAL RENASCER | IGREJ PENTECOSTAL MISSIONARIA TABERNACULO DO SENHOR JESUS
IGREJA ASSEMBREA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,6,1.0,0,IGREJA ASSEMBREA DE DEUS | IGREJA ASSEMBREA DE DEUS MINISTERIO ROCHA ETERNA | IGREJA ASSEMBREA DE DEUS TABERNACO SANTO
CONGREGACAO CRSTA NO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,6,1.0,0,CONGREGACAO CRSTA NO BRASIL | IGREJA CONGREGACAO CRSTA NO BRASIL
IGREJA UNIERSAL DO REINO DE DEUS,99745,Evangélicas de origem pentecostal - Igreja Universal do Reino de Deus,grafia,90,6,1.0,0,IGREJA UNIERSAL DO REINO DE DEUS
IGREJA LUTERNA,100403,Evangélicas de Missão - Igreja Evangélica Luterana,grafia,90,6,1.0,0,IGREJA LUTERNA | IGREJA LUTERNA NO BRASIL | IGREJA LUTERNA CEDRO
IGREJA APOSTLICA,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJA APOSTLICA ALIANCA EM CRISTO | IGREJA APOSTLICA | IGREJA APOSTLICA GERANDO VIDA
ASSEMBLWIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,6,1.0,0,ASSEMBLWIA DE DEUS MINISTERIO SAL DA TERRA | COMUNIDADE ASSEMBLWIA DE DEUS OLHO DE AGUIA | ASSEMBLWIA DE DEUS
IGREJA PENTERCOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJA PENTERCOSTAL | IGREJA PENTERCOSTAL UNIDOS PARA ADORAR | IGREJA PENTERCOSTAL DEUS VIVO
IGREJ EVANGELICA,121096,Evangélica não determinada,grafia,90,6,1.0,0,IGREJ EVANGELICA MONTE SINAI | IGREJ EVANGELICA PROJETO NOVO VIVER | IGREJ EVANGELICA ESPIRITO SANTO
ESPIRIRA,2826,Espírita,grafia,90,6,1.0,0,TENDA ESPIRIRA NOSSA SENHORA DA CONCEICAO | SOCIEDADE ESPIRIRA | AEIM ASSOC ESPIRIRA IRMAO MARCOS
ASS3MBLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,6,1.0,0,ASS3MBLEIA DE DEUS DO GRANDE EU SOU | ASS3MBLEIA DE DEUS MINISTERIO GOIANA | ASS3MBLEIA DE DEUS
IGREJA ADSEMBLEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,6,1.0,0,IGREJA ADSEMBLEIA DE DEUS CHAMAS DO AVIVAMENTO | IGREJA ADSEMBLEIA DE DEUS
IGREJA NOSSA SEHORA,95263,Católica Apostólica Romana,grafia,90,6,1.0,0,IGREJA NOSSA SEHORA DE GUADALUPE | IGREJA NOSSA SEHORA DAS GRACAS | IGREJA NOSSA SEHORA DO DESTERRO
IGREJA PETESCOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJA PETESCOSTAL O CAMINHO PARA JESUS | IGREJA PETESCOSTAL | IGREJA PETESCOSTAL VIDEIRA VERDADRIRA E JESUS
IGREJA CATOKICA,95263,Católica Apostólica Romana,grafia,90,6,1.0,0,IGREJA CATOKICA SAO PEDRO | IGREJA CATOKICA | IGREJA CATOKICA SANTA RITA DE CASSIA
IGREJA ASSENBLEA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,6,1.0,0,IGREJA ASSENBLEA DE DEUS MONTESE | IGREJA ASSENBLEA DE DEUS
IGREJA NOSSA SENHRA,95263,Católica Apostólica Romana,grafia,90,6,1.0,0,IGREJA NOSSA SENHRA DOS NAVEGANTE | IGREJA NOSSA SENHRA DO PERPETUO SOCORRO | IGREJA NOSSA SENHRA APARECIDA
IGREJA PENTWCOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJA PENTWCOSTAL FONTE DE AGUA VIVA | IGREJA PENTWCOSTAL | IGREJA PENTWCOSTAL SENHOR DOA ECERCITOS
MADEREIRA,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,6,1.0,0,MADEREIRA CHUPINGUAIA | MADEREIRA IGUATEMI | IGREJA MADEREIRA
IGREJA ASSEMBELEIA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,6,1.0,0,IGREJA ASSEMBELEIA DE DEUS | IGREJA ASSEMBELEIA DE DEUS AGAPE | IGREJA ASSEMBELEIA DE DEUS A GLORIA DE CRISTO
CASA DE UMBADA,2829,Umbanda,grafia,90,6,1.0,0,CASA DE UMBADA SAO SEBASTIAO | CASA DE UMBADA TERRERO DE COSME E DAMIAO | CASA DE UMBADA ESTRELA DA MANHA
ESPRITA,2826,Espírita,grafia,90,6,1.0,0,ASSOCIAO ESPRITA NOSSO LAR | FEDERACAO ESPRITA ASSEAMA | GEPSA GRUPO ESPRITA
IGREJA PRESIBITERIANA RENOVADA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,6,1.0,0,IGREJA PRESIBITERIANA RENOVADA DO BRASIL | IGREJA PRESIBITERIANA RENOVADA
IGREJA PENTENCOSAL,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJA PENTENCOSAL UNIDA DO BRASIL | IGREJA PENTENCOSAL EVANGELICA AVANTE POR | IGREJA PENTENCOSAL UNCAO QUE CURA
IGREJA ADVENDISTA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,6,1.0,0,IGREJA ADVENDISTA DA PROMESSA | IGREJA ADVENDISTA
IGREJ BATISTA,99741,Evangélicas de Missão - Igreja Evangélica Batista,grafia,90,6,1.0,0,IGREJ BATISTA | IGREJ BATISTA RENOVADA PENIEL | IGREJ BATISTA MISSIONARIA
IGREJA EVAVGELICA,121096,Evangélica não determinada,grafia,90,6,1.0,0,IGREJA EVAVGELICA | IGREJA EVAVGELICA TEMPLO DOS MILAGRES
IGREJA DO EVANGEHO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,6,1.0,0,IGREJA DO EVANGEHO QUADRANGULAR
CONGREGACA CRISTA NO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,6,1.0,0,IGREJA CONGREGACA CRISTA NO BRASIL | CONGREGACA CRISTA NO BRASIL
IGREJA PENTENOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJA PENTENOSTAL | IGREJA PENTENOSTAL DOS ULTIMOS DIAS | IGREJA PENTENOSTAL SHEKNA
IGREJA PREBITERIANA RENOVADA,100404,Evangélicas de Missão - Igreja Evangélica Presbiteriana,grafia,90,6,1.0,0,IGREJA PREBITERIANA RENOVADA | IGREJA PREBITERIANA RENOVADA DO BRASIL
IGREJA UNVERSAL,99745,Evangélicas de origem pentecostal - Igreja Universal do Reino de Deus,grafia,90,6,1.0,0,IGREJA UNVERSAL
CONGREGAO CRISTA,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,6,1.0,0,CONGREGAO CRISTA | CONGREGAO CRISTA BRASIL | SALAO DE CONGREGAO CRISTA
CASA DE CANDONBLE,2828,Candomblé,grafia,90,6,1.0,0,CASA DE CANDONBLE
CONGRAGACAO CRISTA,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,6,1.0,0,CONGRAGACAO CRISTA | CONGRAGACAO CRISTA DO B | CONGRAGACAO CRISTA FILADELFIA
IGREJA ADVETISTA DO 7 DIA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,6,1.0,0,IGREJA ADVETISTA DO 7 DIA
IGREJA PENTECOSTAO,95265,Evangélicas de origem pentecostal,grafia,90,6,1.0,0,IGREJA PENTECOSTAO | IGREJA PENTECOSTAO ARCA DO SENHOR | IGREJA PENTECOSTAO PALAVRA DA CRUZ
ASSEMBLEIDA DE DEUS,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,grafia,90,6,1.0,0,ASSEMBLEIDA DE DEUS | ASSEMBLEIDA DE DEUS KAIROS TEMPO DE DEUS | ASSEMBLEIDA DE DEUS RENOVADA
UMBADA,2829,Umbanda,grafia,90,6,1.0,0,IGREJA UMBADA | BARRACAO DE UMBADA | TENDA UMBADA
CNGREGACAO CRISTA NO BRASIL,99746,Evangélicas de origem pentecostal - Igreja Congregação Cristã do Brasil,grafia,90,6,1.0,0,IGREJA CNGREGACAO CRISTA NO BRASIL | SALA DE ORACAO DA CNGREGACAO CRISTA NO BRASIL | CNGREGACAO CRISTA NO BRASIL
IGREJA DO EVANHELHO QUADRANGULAR,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,6,1.0,0,6 IGREJA DO EVANHELHO QUADRANGULAR | IGREJA DO EVANHELHO QUADRANGULAR
IGREJA PRNTECOSTAL,95265,Evangélicas de origem pentecostal,grafia,90,5,1.0,0,IGREJA PRNTECOSTAL RENOVO EM CRISTO | IGREJA PRNTECOSTAL PORTAL ETERNO | IGREJA PRNTECOSTAL UNGIDA PLENITUDE
IGREJA ADVENTITA DO SETIMO DIA,99739,Evangélicas de Missão - Evangélica Adventista do Sétimo Dia,grafia,90,5,1.0,0,IGREJA ADVENTITA DO SETIMO DIA | IGREJA ADVENTITA DO SETIMO DIA MOVIMENTO DE REFORMA
IGREJA PENTENCOATAL,95265,Evangélicas de origem pentecostal,grafia,90,5,1.0,0,IGREJA PENTENCOATAL | IGREJA PENTENCOATAL MISSIONARIA | IGREJA PENTENCOATAL MINISTERIO ANUNCINDO O EVENGELIO DE CRISTO
IGREJA QUADRAGULA,100411,Evangélicas de origem pentecostal - Igreja Evangelho Quadrangular,grafia,90,5,1.0,0,IGREJA QUADRAGULA | IGREJA QUADRAGULA PARAISO
