padrao,vertente_id,fonte,confianca,excluir,prioridade
PENTECOSTAL CRISTO,95265,mineracao_ngrama,alta,false,40
CATOLICA DE,95263,mineracao_ngrama,alta,false,40
BATISTA BETEL,99741,mineracao_ngrama,alta,false,40
CATOLICA SANTO,95263,mineracao_ngrama,alta,false,40
EVANGELICA FILADELFIA,121096,mineracao_ngrama,alta,false,40
IEADALPE,100409,mineracao_ngrama,alta,false,40
ASSISTENCIAL,2826,mineracao_ngrama,media,false,40
MOVIMENTO DE,99739,mineracao_ngrama,media,false,40
EVANGELICA MONTE,121096,mineracao_ngrama,alta,false,40
ADVENTISTA SETIMO,99739,mineracao_ngrama,alta,false,40
DEUS PENTENCOSTAL,100409,mineracao_ngrama,media,false,40
EVANGELICA BATISTA,121096,mineracao_ngrama,alta,false,40
EVANGELICA FONTE,121096,mineracao_ngrama,alta,false,40
DE DEUS PETENCOSTAL,100409,mineracao_ngrama,media,false,40
DEUS MISSOES,100409,mineracao_ngrama,alta,false,40
DIA MOVIMENTO,99739,mineracao_ngrama,alta,false,40
DEUS AVIVAMENTO,100409,mineracao_ngrama,media,false,40
MINISTERIO BELEM,100409,mineracao_ngrama,media,false,40
PRESBITERIANA DE,100404,mineracao_ngrama,alta,false,40
PENTECOSTAL MONTE,95265,mineracao_ngrama,media,false,40
EVANGELICA ALIANCA,121096,mineracao_ngrama,alta,false,40
DE DEUS INTERNACIONAL,100409,mineracao_ngrama,alta,false,40
EVANGELICA NOVA ALIANCA,121096,mineracao_ngrama,alta,false,40
BEZERRA,2826,mineracao_ngrama,alta,false,40
FUNDACAO,2826,mineracao_ngrama,media,false,40
EVANGELICA PALAVRA,121096,mineracao_ngrama,alta,false,40
MENEZES,2826,mineracao_ngrama,alta,false,40
DA LAGOINHA,99741,mineracao_ngrama,alta,false,40
EVANGELICA EL,121096,mineracao_ngrama,alta,false,40
FAMA,100409,mineracao_ngrama,media,false,40
CASA DO CAMINHO,2826,mineracao_ngrama,alta,false,40
TEST,2824,mineracao_ngrama,alta,false,40
DE REFORMA,99739,mineracao_ngrama,alta,false,40
BATISTA VIDA,99741,mineracao_ngrama,alta,false,40
EVANGELICA FAMILIA,121096,mineracao_ngrama,alta,false,40
APOSTOLICA DO,95265,mineracao_ngrama,media,false,40
MINISTERIO DE BELEM,100409,mineracao_ngrama,media,false,40
PERUS,100409,mineracao_ngrama,media,false,40
REGULAR,99741,mineracao_ngrama,alta,false,40
HOLINESS,121096,mineracao_ngrama,media,false,40
EVANGELICA PROJETO,121096,mineracao_ngrama,alta,false,40
MATRIZ DE,95263,mineracao_ngrama,alta,false,40
IGREJA VERBO,99748,mineracao_ngrama,alta,false,40
BATISTA MONTE,99741,mineracao_ngrama,alta,false,40
CAMINHO DA LUZ,2826,mineracao_ngrama,media,false,40
BATISTA SHALOM,99741,mineracao_ngrama,media,false,40
MINISTERIO VILA,100409,mineracao_ngrama,media,false,40
PENTECOSTAL VIDA,95265,mineracao_ngrama,media,false,40
PENTECOSTAL UNIDOS,95265,mineracao_ngrama,alta,false,40
EVANGELICA MANANCIAL,121096,mineracao_ngrama,alta,false,40
SETA,100409,mineracao_ngrama,media,false,40
DEUS CAMPO,100409,mineracao_ngrama,alta,false,40
PENTECOSTAL FOGO,95265,mineracao_ngrama,media,false,40
IGREJA DOS SANTOS,100423,mineracao_ngrama,alta,false,40
RENOVACAO ESPIRITUAL,99741,mineracao_ngrama,media,false,40
EVANGELICA PENTENCOSTAL,121096,mineracao_ngrama,alta,false,40
PENTECOSTAL MISSIONARIA,95265,mineracao_ngrama,media,false,40
DA PRECE,2826,mineracao_ngrama,media,false,40
DEUS E ESPIRITO,121096,mineracao_ngrama,alta,false,40
PENTECOSTAL PODER,95265,mineracao_ngrama,alta,false,40
KARDEC,2826,mineracao_ngrama,alta,false,40
VEGETAL,2826,mineracao_ngrama,alta,false,40
O BRASIL P,95265,mineracao_ngrama,media,false,40
MATO GROSSO,100409,mineracao_ngrama,media,false,40
EVANGELICA LUZ,121096,mineracao_ngrama,alta,false,40
PENTECOSTAL RESGATANDO,95265,mineracao_ngrama,alta,false,40
NOSSA,95263,mineracao_hagionimo,media,false,20
SENHORA,95263,mineracao_hagionimo,alta,false,20
SANTA,95263,mineracao_hagionimo,media,false,20
APARECIDA,95263,mineracao_hagionimo,alta,false,20
JOSE,95263,mineracao_hagionimo,media,false,20
ANTONIO,95263,mineracao_hagionimo,media,false,20
CORACAO DE,95263,mineracao_hagionimo,media,false,20
SAGRADO,95263,mineracao_hagionimo,media,false,20
FRANCISCO,95263,mineracao_hagionimo,media,false,20
CONCEICAO,95263,mineracao_hagionimo,media,false,20
BOM JESUS,95263,mineracao_hagionimo,media,false,20
SENHORA DE,95263,mineracao_hagionimo,alta,false,20
DE SANTO,95263,mineracao_hagionimo,media,false,20
FATIMA,95263,mineracao_hagionimo,alta,false,20
SENHORA DA,95263,mineracao_hagionimo,alta,false,20
SEBASTIAO,95263,mineracao_hagionimo,media,false,20
SAO JOAO,95263,mineracao_hagionimo,media,false,20
LUZIA,95263,mineracao_hagionimo,alta,false,20
SENHORA DO,95263,mineracao_hagionimo,alta,false,20
PEDRO,95263,mineracao_hagionimo,media,false,20
GRACAS,95263,mineracao_hagionimo,media,false,20
SAGRADA FAMILIA,95263,mineracao_hagionimo,alta,false,20
ROSARIO,95263,mineracao_hagionimo,media,false,20
DIVINO ESPIRITO,95263,mineracao_hagionimo,media,false,20
RAINHA,95263,mineracao_hagionimo,media,false,20
IMACULADA,95263,mineracao_hagionimo,alta,false,20
PERPETUO,95263,mineracao_hagionimo,alta,false,20
RITA,95263,mineracao_hagionimo,alta,false,20
MENINO,95263,mineracao_hagionimo,media,false,20
CATEQUESE,95263,mineracao_hagionimo,media,false,20
BENEDITO,95263,mineracao_hagionimo,media,false,20
VICENTE,95263,mineracao_hagionimo,media,false,20
CATEQUETICO,95263,mineracao_hagionimo,alta,false,20
CARMO,95263,mineracao_hagionimo,media,false,20
SANTA CRUZ,95263,mineracao_hagionimo,media,false,20
N SRA,95263,mineracao_hagionimo,alta,false,20
TEREZINHA,95263,mineracao_hagionimo,alta,false,20
EXPEDITO,95263,mineracao_hagionimo,alta,false,20
DO DIVINO,95263,mineracao_hagionimo,media,false,20
SAO MIGUEL,95263,mineracao_hagionimo,media,false,20
SANTANA,95263,mineracao_hagionimo,media,false,20
RAIMUNDO,95263,mineracao_hagionimo,media,false,20
JUDAS,95263,mineracao_hagionimo,alta,false,20
SALAO COMUNITARIO,95263,mineracao_hagionimo,media,false,20
CASSIA,95263,mineracao_hagionimo,alta,false,20
SANTA MARIA,95263,mineracao_hagionimo,media,false,20
CLARA,95263,mineracao_hagionimo,media,false,20
SAUDE,95263,mineracao_hagionimo,media,false,20
ROQUE,95263,mineracao_hagionimo,alta,false,20
LOURDES,95263,mineracao_hagionimo,alta,false,20
DORES,95263,mineracao_hagionimo,alta,false,20
TADEU,95263,mineracao_hagionimo,alta,false,20
N SENHORA,95263,mineracao_hagionimo,media,false,20
PAI ETERNO,95263,mineracao_hagionimo,media,false,20
CRISTOVAO,95263,mineracao_hagionimo,alta,false,20
SRA DE,95263,mineracao_hagionimo,alta,false,20
GUADALUPE,95263,mineracao_hagionimo,media,false,20
DIVINO PAI,95263,mineracao_hagionimo,media,false,20
SRA DO,95263,mineracao_hagionimo,alta,false,20
SRA DA,95263,mineracao_hagionimo,alta,false,20
OPERARIO,95263,mineracao_hagionimo,alta,false,20
PADRE CICERO,95263,mineracao_hagionimo,media,false,20
SENHOR BOM,95263,mineracao_hagionimo,alta,false,20
SAO BENTO,95263,mineracao_hagionimo,media,false,20
MUNICIPAL,95263,mineracao_hagionimo,media,false,20
E SAO,95263,mineracao_hagionimo,media,false,20
MISTICA,95263,mineracao_hagionimo,alta,false,20
DA FAZENDA,95263,mineracao_hagionimo,media,false,20
IMACULADO,95263,mineracao_hagionimo,alta,false,20
TERESINHA,95263,mineracao_hagionimo,alta,false,20
JOAO PAULO,95263,mineracao_hagionimo,alta,false,20
JESUS DA LAPA,95263,mineracao_hagionimo,media,false,20
AUXILIADORA,95263,mineracao_hagionimo,alta,false,20
NONATO,95263,mineracao_hagionimo,alta,false,20
NAVEGANTES,95263,mineracao_hagionimo,media,false,20
BOSCO,95263,mineracao_hagionimo,media,false,20
SANTA ANA,95263,mineracao_hagionimo,alta,false,20
POBRES,95263,mineracao_hagionimo,media,false,20
LURDES,95263,mineracao_hagionimo,alta,false,20
GERALDO,95263,mineracao_hagionimo,media,false,20
NSA SRA,95263,mineracao_hagionimo,alta,false,20
DOMINGOS,95263,mineracao_hagionimo,media,false,20
DA SAGRADA,95263,mineracao_hagionimo,alta,false,20
DO LIVRAMENTO,95263,mineracao_hagionimo,media,false,20
PRAGA,95263,mineracao_hagionimo,media,false,20
MAE DE,95263,mineracao_hagionimo,media,false,20
SANTOS REIS,95263,mineracao_hagionimo,alta,false,20
PAULO II,95263,mineracao_hagionimo,alta,false,20
MARIA MAE,95263,mineracao_hagionimo,media,false,20
MAE DA,95263,mineracao_hagionimo,alta,false,20
DA DIVINA,95263,mineracao_hagionimo,media,false,20
MADRE,95263,mineracao_hagionimo,media,false,20
GALVAO,95263,mineracao_hagionimo,media,false,20
SANTA ROSA,95263,mineracao_hagionimo,media,false,20
PARTICULAR,95263,mineracao_hagionimo,media,false,20
SANTAS,95263,mineracao_hagionimo,media,false,20
DO SITIO,95263,mineracao_hagionimo,media,false,20
SAO LUCAS,95263,mineracao_hagionimo,media,false,20
ECUMENICA,95263,mineracao_hagionimo,media,false,20
SALETE,95263,mineracao_hagionimo,alta,false,20
DA PIEDADE,95263,mineracao_hagionimo,media,false,20
SANTA CATARINA,95263,mineracao_hagionimo,alta,false,20
SAO LUIS,95263,mineracao_hagionimo,media,false,20
PAULINA,95263,mineracao_hagionimo,media,false,20
SAO LUIZ,95263,mineracao_hagionimo,media,false,20
SANTA ISABEL,95263,mineracao_hagionimo,media,false,20
NSRA,95263,mineracao_hagionimo,alta,false,20
SAO JOAQUIM,95263,mineracao_hagionimo,alta,false,20
DIVINA MISERICORDIA,95263,mineracao_hagionimo,alta,false,20
DOS PASSOS,95263,mineracao_hagionimo,media,false,20
PERPETO,95263,mineracao_hagionimo,alta,false,20
ASSUNCAO,95263,mineracao_hagionimo,alta,false,20
JESUS MISERICORDIOSO,95263,mineracao_hagionimo,media,false,20
SAO BRAS,95263,mineracao_hagionimo,alta,false,20
PRACA DA,95263,mineracao_hagionimo,media,false,20
DE LIMA,95263,mineracao_hagionimo,media,false,20
SAO LOURENCO,95263,mineracao_hagionimo,media,false,20
APOST,95263,mineracao_hagionimo,media,false,20
E SANTA,95263,mineracao_hagionimo,alta,false,20
INACIO,95263,mineracao_hagionimo,media,false,20
MERCES,95263,mineracao_hagionimo,alta,false,20
ESPEDITO,95263,mineracao_hagionimo,alta,false,20
DESTERRO,95263,mineracao_hagionimo,media,false,20
EDWIGES,95263,mineracao_hagionimo,alta,false,20
DO AMPARO,95263,mineracao_hagionimo,media,false,20
DE TODOS OS SANTOS,95263,mineracao_hagionimo,media,false,20
SAO TOME,95263,mineracao_hagionimo,alta,false,20
REMEDIOS,95263,mineracao_hagionimo,alta,false,20
GONCALO,95263,mineracao_hagionimo,media,false,20
DO SOCORRO,95263,mineracao_hagionimo,media,false,20
SANTA TEREZA,95263,mineracao_hagionimo,media,false,20
CECILIA,95263,mineracao_hagionimo,media,false,20
CARAVAGIO,95263,mineracao_hagionimo,alta,false,20
DAS CHAGAS,95263,mineracao_hagionimo,media,false,20
SANTO REIS,95263,mineracao_hagionimo,alta,false,20
SANTA DULCE,95263,mineracao_hagionimo,alta,false,20
PARAQUIA,95263,mineracao_hagionimo,alta,false,20
MONICA,95263,mineracao_hagionimo,media,false,20
SANTA LUCIA,95263,mineracao_hagionimo,media,false,20
SAO CARLOS,95263,mineracao_hagionimo,alta,false,20
DOS HOMENS,95263,mineracao_hagionimo,alta,false,20
CAPELLA,95263,mineracao_hagionimo,alta,false,20
PARIQUIA,95263,mineracao_hagionimo,alta,false,20
PARQUIA,95263,mineracao_hagionimo,alta,false,20
